Age,Gender,Where_live,AVG_Sleep_Per_Night,Regular_Bed_time,Exam_Night_Bed_Time,Holiday_Bed_Time,Regular_WakeUp_Time,Holiday_WakeUp_Time,Have_Regular_Bed_Time,Daytime_Nap,Struggle_to_Sleep,Sleep_Condition,Electronic_Devices_Before_Bed,Consume_Caffeine_Night,Dinnar_Time,Smoke,Sleep_Affecting_Drugs,Daily_Academics_Time_Spend,Main_Reason_for_Insufficient_Sleep,Rate_Sleep_Quality,Class_Attendance,Sleepiness_During_Class,Skip_Class_for_Sleep,Focus_on_Academic_Task,Impact_of_Sleep_on_Academic,Current_CGPA5,CGPA3_Class,Aware_of_Recomamended_Sleep,Use_Sleep_Tracking_Devices,Sacrifices_Sleep_for_Academics
21-25,Female,With family,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Workload,Poor,Always on time,Always,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,Yes,Yes,Yes
21-25,Female,With family,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,3-4h,Social media,Poor,Always on time,Often,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,Yes,Yes,Yes
21-25,Male,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Other,Poor,Always on time,Always,Yes,Sometimes,Very Positive,3.0-3.24,3.0-3.49,Yes,Yes,Yes
21-25,Female,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Social media,Poor,Always on time,Always,Yes,Sometimes,Very Positive,3.75-4.0,3.5-4.0,Yes,Yes,Yes
21-25,Male,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,RLS,Yes,Yes,>9PM,No,No,1-2h,Social media,Poor,Always on time,Always,Yes,Sometimes,Very Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
21-25,Male,In hostel,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,OSA,Yes,Yes,>9PM,No,No,3-4h,Entertainment,Poor,Always on time,Always,Yes,Always,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Female,With family,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,>4h,Social media,Poor,Always on time,Always,Yes,Rarely,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
16-20,Female,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,RLS,Yes,Yes,>9PM,No,No,1-2h,Social media,Poor,Occasionally late,Always,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,No,Yes,Yes
16-20,Female,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,Insomnia,Yes,No,>9PM,No,No,>4h,Entertainment,Poor,Always on time,Always,Yes,Rarely,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,3-4h,Other,Poor,Occasionally late,Always,Yes,Always,Very Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
16-20,Male,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,No,No,>9PM,No,No,1-2h,Noise,Poor,Occasionally late,Often,No,Always,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
>25,Male,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Social media,Poor,Occasionally late,Often,Yes,Rarely,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
16-20,Male,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Social media,Poor,Occasionally late,Often,Yes,Rarely,Very Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
21-25,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,1-2h,Social media,Poor,Occasionally late,Often,Yes,Sometimes,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
21-25,Male,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,<1h,Stress,Poor,Occasionally late,Always,Yes,Sometimes,Very Positive,<3.0,<3.0,Yes,No,Yes
16-20,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Other,Poor,Always on time,Often,Yes,Sometimes,Very Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
21-25,Male,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,1-2h,Entertainment,Poor,Occasionally late,Often,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Male,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,>4h,Stress,Poor,Occasionally late,Often,Yes,Sometimes,Somewhat Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,RLS,Yes,No,>9PM,No,No,1-2h,Workload,Poor,Occasionally late,Often,Yes,Always,Very Positive,3.5-3.74,3.5-4.0,Yes,Yes,Yes
21-25,Female,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,>4h,Workload,Poor,Occasionally late,Often,Yes,Always,Very Positive,3.25-3.49,3.0-3.49,Yes,Yes,Yes
16-20,Female,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,1-2h,Social media,Poor,Occasionally late,Often,Yes,Sometimes,Very Positive,3.75-4.0,3.5-4.0,Yes,Yes,Yes
21-25,Female,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,Insomnia,Yes,Yes,>9PM,No,No,3-4h,Entertainment,Poor,Always on time,Often,Yes,Always,Very Positive,3.5-3.74,3.5-4.0,Yes,Yes,Yes
21-25,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Workload,Poor,Always on time,Often,Yes,Always,Very Positive,3.5-3.74,3.5-4.0,No,No,Yes
16-20,Female,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,3-4h,Social media,Poor,Occasionally late,Often,Yes,Always,Very Positive,<3.0,<3.0,Yes,No,Yes
16-20,Male,In hostel,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Other,Poor,Occasionally late,Always,Yes,Sometimes,Very Positive,<3.0,<3.0,Yes,No,Yes
16-20,Female,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,RLS,Yes,No,>9PM,No,No,3-4h,Workload,Poor,Occasionally late,Often,Yes,Sometimes,Very Positive,3.75-4.0,3.5-4.0,Yes,Yes,Yes
16-20,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,1-2h,Job,Poor,Occasionally late,Often,Yes,Sometimes,Very Positive,<3.0,<3.0,No,No,Yes
21-25,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Noise,Poor,Occasionally late,Often,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,Yes,Yes,Yes
21-25,Male,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,3-4h,Social media,Poor,Occasionally late,Always,Yes,Rarely,Very Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
21-25,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,1-2h,Stress,Poor,Occasionally late,Always,Yes,Sometimes,Very Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
16-20,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,OSA,Yes,No,>9PM,No,No,3-4h,Stress,Poor,Occasionally late,Always,Yes,Sometimes,Very Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
16-20,Female,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,Insomnia,Yes,No,>9PM,No,No,>4h,Other,Poor,Always on time,Always,Yes,Sometimes,Very Positive,3.75-4.0,3.5-4.0,Yes,Yes,Yes
16-20,Female,In hostel,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,Insomnia,No,Yes,>9PM,No,No,1-2h,Workload,Poor,Occasionally late,Often,Yes,Sometimes,Somewhat Positive,3.0-3.24,3.0-3.49,Yes,Yes,Yes
>25,Male,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,No,Yes,>9PM,No,No,>4h,Social media,Poor,Occasionally late,Often,Yes,Sometimes,Very Positive,3.75-4.0,3.5-4.0,No,No,Yes
21-25,Male,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,3-4h,Social media,Poor,Usually on time,Often,Yes,Sometimes,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
16-20,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,OSA,Yes,No,>9PM,No,No,1-2h,Workload,Poor,Occasionally late,Often,Yes,Always,Very Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
21-25,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,3-4h,Noise,Poor,Always on time,Often,Yes,Sometimes,Very Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
21-25,Male,In hostel,5-6h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Stress,Poor,Occasionally late,Often,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
16-20,Male,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,Insomnia,Yes,No,>9PM,No,No,1-2h,Entertainment,Poor,Occasionally late,Always,Yes,Rarely,Very Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
21-25,Female,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Entertainment,Poor,Occasionally late,Always,Yes,Sometimes,Very Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
21-25,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Workload,Poor,Occasionally late,Often,Yes,Always,Very Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
16-20,Male,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,OSA,Yes,No,>9PM,No,No,3-4h,Workload,Poor,Occasionally late,Often,Yes,Sometimes,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
>25,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Workload,Poor,Occasionally late,Often,Yes,Sometimes,Very Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
21-25,Female,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Other,Poor,Occasionally late,Often,Yes,Always,Somewhat Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Female,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,>4h,Workload,Poor,Occasionally late,Often,Yes,Always,Very Positive,3.75-4.0,3.5-4.0,No,No,Yes
21-25,Female,In hostel,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,<1h,Stress,Poor,Occasionally late,Always,Yes,Always,Very Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
21-25,Female,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,>4h,Social media,Poor,Occasionally late,Always,Yes,Always,Very Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
21-25,Female,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Social media,Poor,Occasionally late,Often,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
21-25,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,1-2h,Workload,Poor,Occasionally late,Often,Yes,Sometimes,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
21-25,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Stress,Poor,Occasionally late,Often,Yes,Always,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
16-20,Female,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,No,No,>9PM,No,No,>4h,Entertainment,Poor,Occasionally late,Often,Yes,Always,Very Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
>25,Male,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,>4h,Workload,Poor,Occasionally late,Often,Yes,Sometimes,Somewhat Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
16-20,Male,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,3-4h,Noise,Poor,Occasionally late,Often,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,Yes,Yes,Yes
21-25,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Noise,Poor,Occasionally late,Often,Yes,Sometimes,Very Positive,<3.0,<3.0,Yes,Yes,Yes
21-25,Female,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,3-4h,Workload,Poor,Occasionally late,Often,Yes,Always,Very Positive,3.5-3.74,3.5-4.0,No,Yes,Yes
16-20,Male,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Workload,Poor,Occasionally late,Often,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,No,No,Yes
21-25,Female,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Stress,Poor,Occasionally late,Often,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
21-25,Female,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,OSA,Yes,No,>9PM,No,No,>4h,Workload,Poor,Occasionally late,Often,Yes,Always,Very Positive,3.75-4.0,3.5-4.0,No,No,Yes
21-25,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,>4h,Noise,Poor,Occasionally late,Often,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
21-25,Male,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Sometimes,N/A,Yes,Yes,>9PM,No,No,1-2h,Other,Poor,Occasionally late,Often,Yes,Sometimes,Very Positive,3.5-3.74,3.5-4.0,No,No,Yes
21-25,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,RLS,Yes,Yes,>9PM,No,No,3-4h,Workload,Poor,Occasionally late,Often,Yes,Sometimes,Somewhat Positive,3.25-3.49,3.0-3.49,No,No,Yes
16-20,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,PLMS,Yes,Yes,>9PM,No,No,3-4h,Workload,Poor,Occasionally late,Always,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,<1h,Workload,Poor,Usually on time,Often,Yes,Always,Somewhat Positive,3.25-3.49,3.0-3.49,Yes,Yes,Yes
21-25,Male,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,OSA,Yes,No,>9PM,No,No,3-4h,Workload,Poor,Occasionally late,Often,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
16-20,Male,With family,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,PLMS,Yes,Yes,>9PM,No,No,<1h,Job,V.Good,Always on time,Always,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
21-25,Male,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,>4h,Social media,Poor,Always on time,Often,Yes,Sometimes,Very Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
16-20,Female,In hostel,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,<1h,Social media,Poor,Occasionally late,Often,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
21-25,Male,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,<1h,Social media,Poor,Always on time,Often,Yes,Sometimes,Very Positive,<3.0,<3.0,Yes,No,Yes
21-25,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,1-2h,Social media,Poor,Occasionally late,Always,Yes,Sometimes,Very Positive,3.75-4.0,3.5-4.0,Yes,Yes,Yes
21-25,Male,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,<1h,Other,Poor,Occasionally late,Always,Yes,Rarely,Somewhat Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Male,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,>4h,Social media,Poor,Occasionally late,Often,Yes,Always,Very Positive,3.25-3.49,3.0-3.49,Yes,Yes,Yes
21-25,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,<1h,Workload,Poor,Always on time,Often,Yes,Never,Very Positive,3.75-4.0,3.5-4.0,Yes,No,Yes
21-25,Male,With family,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,<1h,Social media,Poor,Usually on time,Always,Yes,Always,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Female,With family,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,Insomnia,Yes,No,>9PM,No,No,3-4h,Social media,Poor,Occasionally late,Always,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
16-20,Female,In hostel,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,3-4h,Workload,Poor,Always on time,Often,Yes,Always,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Female,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,Insomnia,Yes,Yes,>9PM,No,No,3-4h,Workload,Poor,Always on time,Always,Yes,Always,Very Positive,3.25-3.49,3.0-3.49,Yes,Yes,Yes
21-25,Female,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,No,No,>9PM,No,No,1-2h,Social media,Poor,Occasionally late,Always,Yes,Sometimes,Very Positive,3.5-3.74,3.5-4.0,No,No,Yes
21-25,Female,With family,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,No,>9PM,No,No,1-2h,Social media,Poor,Usually on time,Always,Yes,Always,Somewhat Positive,3.0-3.24,3.0-3.49,Yes,Yes,Yes
16-20,Female,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,No,Yes,>9PM,No,No,<1h,Workload,Poor,Occasionally late,Often,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,Yes,Yes,Yes
21-25,Male,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,PLMS,Yes,No,>9PM,No,No,<1h,Workload,Poor,Always on time,Often,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,PLMS,Yes,No,>9PM,No,No,1-2h,Social media,Avg,Always on time,Always,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,No,No,Yes
21-25,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Never,N/A,Yes,Yes,>9PM,No,No,<1h,Workload,Poor,Always on time,Often,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,>4h,Other,Poor,Always on time,Often,Yes,Sometimes,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
21-25,Female,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,OSA,Yes,No,>9PM,No,No,1-2h,Other,Poor,Occasionally late,Often,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
16-20,Female,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,Yes,>9PM,No,No,3-4h,Entertainment,Poor,Occasionally late,Often,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Male,With family,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,No,No,>9PM,No,No,1-2h,Job,Poor,Occasionally late,Often,Yes,Always,Very Positive,3.5-3.74,3.5-4.0,Yes,No,Yes
21-25,Female,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,<1h,Job,Poor,Occasionally late,Often,Yes,Always,Somewhat Positive,3.0-3.24,3.0-3.49,Yes,No,Yes
16-20,Female,In hostel,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,1-2h,Social media,Poor,Usually on time,Often,Yes,Always,Very Positive,3.25-3.49,3.0-3.49,Yes,No,Yes
21-25,Female,In mess,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,1-2h,Other,Poor,Usually on time,Often,Yes,Always,Very Positive,3.0-3.24,3.0-3.49,No,No,Yes
21-25,Male,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,RLS,Yes,No,>9PM,No,No,1-2h,Workload,Poor,Always on time,Often,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,No,No,Yes
21-25,Male,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,N/A,Yes,No,>9PM,No,No,1-2h,Social media,Poor,Always on time,Often,Yes,Sometimes,Very Positive,<3.0,<3.0,No,No,Yes
21-25,Male,In hostel,>8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,<1h,Social media,Poor,Usually on time,Often,Yes,Always,Very Positive,3.5-3.74,3.5-4.0,Yes,Yes,Yes
16-20,Female,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,RLS,Yes,Yes,>9PM,No,No,>4h,Workload,Poor,Occasionally late,Often,Yes,Sometimes,Very Positive,3.25-3.49,3.0-3.49,Yes,Yes,Yes
16-20,Female,With family,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Always,OSA,Yes,No,>9PM,No,No,1-2h,Workload,Poor,Always on time,Always,Yes,Sometimes,Very Positive,3.5-3.74,3.5-4.0,Yes,Yes,Yes
16-20,Male,In hostel,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,N/A,Yes,Yes,>9PM,No,No,1-2h,Other,Poor,Occasionally late,Always,Yes,Sometimes,Very Positive,3.0-3.24,3.0-3.49,Yes,Yes,Yes
21-25,Male,In mess,7-8h,After 1 AM,After 1 AM,After 1 AM,After 8AM,After 8AM,No,1-2d,Often,Insomnia,Yes,Yes,>9PM,No,No,1-2h,Social media,Poor,Occasionally late,Often,Yes,Always,Very Positive,3.75-4.0,3.5-4.0,No,No,Yes
